Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,method,targettype,initiator,target,cyber_objective,information_operation,objective_achievement,Concession,damage type,severity,Cyber_escalation,Ddeny/reject-,Dthreat/demand-,Diplo_Negative,Dnegotiate+,Dagreement+,Diplo_Positive,Ereduce-,Ethreat-,Eemb/sanc-,Econ_Negative,Ecoop+,Eease+,Eaid+,Econ_Positive,Mthreat-,Mdisplay-,Musage-,Mil_Negative,Mpromise+,Mcoop+,Mconfid+,Mil_Positive,Conv_descalation,Conv_escalation,
68,2630,US,Iran,No Cyber,01.08.11,0,0,2,630,0,0,0,0,0,0,0,6,5,2,17,18,2,0,4.2,2,2,16.4,17,0,2,0,0,0,0,0,0,0,0,4,4,
69,2630,US,Iran,Aviation Industry Hack,01.06.16,3,1,630,2,3,0,1,0,1,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
69,2630,US,Iran,,02.06.16,0,0,2,630,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,2,1,0,17,0,1,0,0,0.1,1,0,0,0,0,3,3,
70,2630,US,Iran,Iran ChunkyTuna Attacks,01.01.17,3,2,630,2,3,0,1,0,2,4,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
70,2630,US,Iran,,02.01.17,0,0,2,630,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
71,2630,US,Iran,Iranian Attacks against Universities US 2018,01.08.18,4,1,630,2,2,0,1,0,4,3,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,2,
71,2630,US,Iran,,02.08.18,0,0,2,630,0,0,0,0,0,0,0,6,5,2,17,18,2,0,4.2,2,2,0,0,0,0,0,0,0.1,1,0,0,0,0,2,5,
72,2630,US,Iran,Iran Sanctions Retribution,01.10.18,3,2,630,2,2,0,1,0,1,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
72,2630,US,Iran,,02.10.18,0,0,2,630,0,0,0,0,0,0,0,0,5,1,17,18,2,4.4,0,2,2,0,17,0,1,0,0,0,0,0,0,0,0,3,3,
73,2630,US,Iran,Iran Shipping Traffic Database,20.06.19,4,3,2,630,4,0,1,1,1,5,0,6,0,2,17,0,1,0,4.2,2,2,0,0,0,0,3,0,0.1,2,0,0,0,0,1,6,
73,2630,US,Iran,Iranian Attacks against Universities US 2019,01.07.19,4,1,630,2,3,0,1,0,2,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,2,4,
74,2630,US,Iran,Drone Response,23.06.19,4,3,2,630,4,0,1,1,1,5,1,6,0,2,17,0,1,0,4.2,2,2,0,0,0,0,3,0,0.1,2,0,0,0,0,1,6,
74,2630,US,Iran,Iranian Attacks against Universities US 2019,01.07.19,4,1,630,2,3,0,1,0,2,3,1,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,2,4,
75,2630,US,Iran,Iranian Attacks against Universities US 2019,01.07.19,4,1,630,2,3,0,1,0,2,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,2,4,
75,2630,US,Iran,Drone Response,23.06.19,4,3,2,630,4,0,1,1,1,5,1,6,0,2,17,0,1,0,4.2,2,2,0,0,0,0,3,0,0.1,2,0,0,0,0,1,6,
76,2630,US,Iran,Voter Data Attack,01.02.20,3,2,630,2,4,1,1,0,1,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
76,2630,US,Iran,,02.02.20,0,0,2,630,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,1,0,17,0,1,0,0,0.1,1,0,0,0,0,1,3,
77,2630,US,Iran,Christmas SMS Attack,01.12.20,3,1,630,2,2,0,1,0,1,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
77,2630,US,Iran,,02.12.20,0,0,2,630,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
78,2652,US,Syria,Hama visit,09.07.11,1,2,652,2,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,2652,US,Syria,No Cyber,01.12.03,0,0,2,652,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
79,2710,US,China,Hainan Island Incident,29.04.01,1,2,710,2,1,1,1,0,1,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,1,1,1,
79,2710,US,China,No Cyber,28.05.06,0,0,2,710,0,0,0,0,0,0,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
80,2710,US,China,Titan Rain,01.09.03,3,3,710,2,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,2710,US,China,No Cyber,01.07.06,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,4.2,0,1,0,0,0,0,3,2.8,0,2,15.2,0,0,1,3,5,
81,2710,US,China,Cisco Raider,28.02.06,4,2,2,710,4,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,1,0,
81,2710,US,China,State Dept theft,01.09.06,3,2,710,2,2,0,1,0,1,2,0,4,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
82,2710,US,China,State Dept theft,28.05.06,3,2,710,2,2,0,1,0,1,2,0,4,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
82,2710,US,China,No Cyber,02.09.06,0,0,2,710,0,0,0,0,0,0,0,4,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
83,2710,US,China,Shady RAT_A,01.08.06,3,2,710,2,2,0,1,0,1,4,0,0,5,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,15.2,0,0,1,4,1,
83,2710,US,China,No Cyber,01.12.06,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
84,2710,US,China,Fred Wolf espionage,01.08.06,3,3,710,2,2,0,1,0,1,2,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
84,2710,US,China,No Cyber,01.01.07,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,17.4,0,1,2,2,
85,2710,US,China,Commerce disable,01.10.06,4,2,710,2,1,0,1,0,1,2,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
85,2710,US,China,No Cyber,01.04.07,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2,17.4,0,2,4,2,
86,2710,US,China,Naval War College disable,01.12.06,4,3,710,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,2710,US,China,No Cyber,28.05.07,0,0,2,710,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,0,
87,2710,US,China,"750,000 American zombies",01.03.07,2,2,710,2,1,0,1,0,2,2,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
87,2710,US,China,No Cyber,30.05.07,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
88,2710,US,China,GhostNet_A,27.05.07,3,2,710,2,2,0,1,0,1,4,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0.1,1,0,0,18.3,1,4,2,
88,2710,US,China,AE,01.01.08,4,3,2,710,4,0,1,1,3,4,0,6,5,2,17,18,2,4.4,4.2,0,2,0,0,0,0,0,0,0.1,1,0,0,0,0,2,5,
89,2710,US,China,AE,02.01.08,4,3,2,710,4,0,1,1,3,4,0,6,5,2,17,18,2,4.4,4.2,0,2,0,0,0,0,0,0,0.1,1,0,0,0,0,2,5,
89,2710,US,China,GhostNet,01.08.08,3,2,710,2,2,0,1,0,1,4,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0.1,1,0,0,18.3,1,4,2,
90,2710,US,China,Commerce Sec hack,01.12.07,4,2,710,2,2,0,0,0,1,3,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,
90,2710,US,China,BR,30.10.08,2,3,2,710,4,0,1,1,3,4,1,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,18.3,2,3,1,
91,2710,US,China,BR,30.10.08,2,3,2,710,4,0,1,1,3,4,1,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,18.3,2,3,1,
91,2710,US,China,No Cyber,04.02.09,0,0,710,2,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,17.4,1,0,0,0.1,1,0,0,0,0,3,3,
92,2710,US,China,2008 Campaign hack,01.08.08,3,2,710,2,2,0,1,0,2,1,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
92,2710,US,China,No Cyber,01.03.09,0,0,2,710,0,0,0,0,0,0,0,0,0,0,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,0,
93,2710,US,China,Hikit_A,01.09.08,3,2,710,2,2,0,1,0,2,4,0,6,0,1,17,18,2,0,0,0,0,0,0,17.4,1,0,0,0,0,0,0,0,0,3,1,
93,2710,US,China,No Cyber,29.03.09,0,0,2,710,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
94,2710,US,China,Byzantine series,30.10.08,3,1,710,2,3,0,1,0,1,4,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
94,2710,US,China,No Cyber,01.07.09,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,4.2,0,1,0,0,17.4,1,0,0,0,0,0,0,0,0,2,3,
95,2710,US,China,FAA hack,04.02.09,3,2,710,2,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,2710,US,China,No Cyber,01.11.09,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,1,3,2,
96,2710,US,China,Seantor Nelson theft,01.03.09,3,2,710,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,1,0,0,0,0,0,0,0,0,1,0,
96,2710,US,China,No Cyber,01.12.09,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
97,2710,US,China,Lockheed F-35 plans stolen,29.03.09,3,1,710,2,3,0,1,0,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
97,2710,US,China,No Cyber,02.12.09,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
98,2710,US,China,Aurora,01.06.09,3,1,710,2,3,0,1,0,1,3,1,6,5,2,17,0,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,18.3,1,3,2,
98,2710,US,China,NFPC,11.03.10,3,3,2,710,4,0,1,1,3,4,1,6,5,2,17,0,1,4.4,0,0,1,0,0,0,0,0,2.8,0,1,0,0,18.3,1,2,4,
99,2710,US,China,NFPC,01.04.10,3,3,2,710,4,0,1,1,3,4,0,6,5,2,17,0,1,4.4,0,0,1,0,0,0,0,0,2.8,0,1,0,0,18.3,1,2,4,
99,2710,US,China,Night Dragon,02.04.10,4,1,710,2,3,0,1,0,1,4,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,1,
100,2710,US,China,Night Dragon,01.11.09,4,1,710,2,3,0,1,0,1,4,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,1,
100,2710,US,China,No Cyber,01.11.10,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,0,1,4.4,0,0,1,16.4,0,0,1,0,0,0,0,0,0,0,0,2,3,
101,2710,US,China,Commerce theft,01.11.09,4,2,710,2,2,0,1,0,1,3,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,1,
101,2710,US,China,No Cyber,01.12.10,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,2,1,
102,2710,US,China,Htran_A,01.03.11,4,2,710,2,2,0,1,0,1,3,1,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,18.3,1,3,3,
102,2710,US,China,Shotgiant,02.03.11,3,1,2,710,4,0,1,1,2,4,1,6,5,2,0,18,1,0,4.2,0,1,16.4,0,0,1,0,0,0,0,15.2,0,0,1,3,3,
103,2710,US,China,Shotgiant,31.03.10,3,1,2,710,4,0,1,1,2,4,1,6,5,2,0,18,1,0,4.2,0,1,16.4,0,0,1,0,0,0,0,15.2,0,0,1,3,3,
103,2710,US,China,Dancing Panda,01.04.10,3,3,710,2,2,0,1,0,2,4,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,3,0,0,1,0,0,0,0,3,2,
104,2710,US,China,Dancing Panda,01.04.10,3,3,710,2,2,0,1,0,2,4,0,6,0,1,17,18,2,0,0,0,0,16.4,0,0,1,3,0,0,1,0,0,0,0,3,2,
104,2710,US,China,No Cyber,07.11.11,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,1,
105,2710,US,China,FDIC Hack,01.01.12,3,2,710,2,2,0,1,0,2,2,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
105,2710,US,China,No Cyber,04.02.12,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
106,2710,US,China,Intellectual Property Hack,03.11.10,3,1,710,2,3,0,1,0,2,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,17.4,0,1,3,3,
106,2710,US,China,No Cyber,01.09.12,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,2,1,
107,2710,US,China,Energy Dept hack,01.02.11,3,2,710,2,1,0,1,0,2,3,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,2,
107,2710,US,China,No Cyber,26.10.12,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
108,2710,US,China,Penatgon Raid,01.03.11,4,3,710,2,3,0,1,0,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
108,2710,US,China,No Cyber,15.01.13,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
109,2710,US,China,Operation Beebus/APT 10,12.04.11,3,1,710,2,3,0,1,0,2,4,0,6,5,2,17,0,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,18.3,1,3,2,
109,2710,US,China,No Cyber,01.04.13,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,1,
110,2710,US,China,White House theft,07.11.11,4,2,710,2,1,0,1,0,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
110,2710,US,China,No Cyber,24.09.13,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,0,1,4.4,0,0,1,16.4,0,0,1,0,0,0,0,0,0,0,0,2,3,
111,2710,US,China,Mofang,04.02.12,3,1,710,2,3,0,1,0,2,3,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
111,2710,US,China,No Cyber,02.03.14,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
112,2710,US,China,Penn State Engineering breach,01.09.12,3,2,710,2,2,0,1,0,2,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
112,2710,US,China,No Cyber,01.06.14,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
113,2710,US,China,Wen Jiabao Retaliation,26.10.12,3,1,710,2,1,1,1,0,2,2,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,1,3,1,
113,2710,US,China,No Cyber,01.10.14,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,1,1,
114,2710,US,China,Iron Tiger/APT 31,15.01.13,3,3,710,2,2,0,1,0,2,4,0,6,0,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
114,2710,US,China,No Cyber,08.11.14,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,2,3,
115,2710,US,China,Black Coffee/APT 17,01.04.13,3,1,710,2,2,0,1,0,2,1,0,0,5,1,17,0,1,0,0,0,0,16.4,0,0,1,3,0,0,1,0,0,0,0,2,2,
115,2710,US,China,No Cyber,10.12.14,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,2,3,
116,2710,US,China,UConn Engineering Hack,24.09.13,3,2,710,2,2,0,1,0,2,3,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0,1,0,0,0,0,2,2,
116,2710,US,China,No Cyber,01.05.15,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
117,2710,US,China,CloudHopper,01.01.14,3,1,710,2,3,0,1,0,2,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
117,2710,US,China,No Cyber,01.07.15,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
118,2710,US,China,Operation SnowMan,01.02.14,3,3,710,2,2,0,1,0,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
118,2710,US,China,No Cyber,01.07.15,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
119,2710,US,China,Register.com breach,01.03.14,3,1,710,2,2,0,1,0,2,3,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
119,2710,US,China,No Cyber,01.08.09,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
120,2710,US,China,OPM Hack,15.03.14,3,2,710,2,3,0,1,1,2,4,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,2,3,
120,2710,US,China,No Cyber,07.12.11,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
121,2710,US,China,Premera Blue Cross Breach,05.05.14,3,1,710,2,2,0,1,0,2,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
121,2710,US,China,No Cyber,10.11.15,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
122,2710,US,China,UCLA Health system breach,01.09.14,3,1,710,2,2,0,1,0,2,3,0,6,0,1,17,0,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,2,1,
122,2710,US,China,No Cyber,01.10.16,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,4.2,2,2,16.4,0,0,1,0,0,0,0,0,0,0,0,3,4,
123,2710,US,China,DHS employee hack,06.11.14,3,2,710,2,3,0,1,0,2,3,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
123,2710,US,China,No Cyber,01.06.16,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
124,2710,US,China,USPS breach,08.11.14,3,2,710,2,2,0,1,0,2,3,0,0,0,0,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
124,2710,US,China,No Cyber,07.04.15,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
125,2710,US,China,Anthem Breach,10.12.14,3,1,710,2,2,0,1,0,2,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,1,3,2,
125,2710,US,China,No Cyber,12.12.16,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
126,2710,US,China,GitHub Hack,26.03.15,2,1,710,2,1,0,1,0,1,4,0,6,5,2,0,18,1,0,0,0,0,0,0,17.4,1,0,0,0.1,1,15.2,0,0,1,3,3,
126,2710,US,China,No Cyber,22.12.14,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,
127,2710,US,China,United Airlines breach,25.05.15,3,1,710,2,3,0,1,0,2,3,0,6,5,2,17,18,2,2,0,0,0,2,0,0,0,3,2.8,0,2,1,0,0,0,2,4,
127,2710,US,China,No Cyber,28.05.15,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,3,2,
128,2710,US,China,EvilNugget,01.01.17,3,1,710,2,3,0,1,0,1,3,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,2,
128,2710,US,China,,02.01.17,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
129,2710,US,China,Dispute Portal Exploit,01.03.17,3,1,710,2,3,0,1,0,4,4,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,1,1,2,
129,2710,US,China,,02.03.17,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,2,2,
130,2710,US,China,Submarine University Hacks,01.04.17,3,1,710,2,3,0,1,0,2,3,0,6,5,2,0,18,1,0,0,0,1,16.4,17,0,2,3,0,0,1,0,0,18.3,1,4,4,
130,2710,US,China,,02.04.17,0,0,2,710,0,0,0,0,0,0,0,0,5,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
131,2710,US,China,Satelite and Telecom Company Hack,19.06.17,3,1,710,2,1,1,1,0,1,3,0,6,5,2,0,18,1,0,0,2,1,16.4,0,0,1,0,0,0,0,0,0,0,0,2,3,
131,2710,US,China,,20.06.17,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
132,2710,US,China,Navy Personnel Data Hack,01.11.17,3,3,710,2,3,0,1,0,2,4,0,6,5,2,0,18,1,0,0,0,0,16.4,0,0,1,0,0,0.1,1,0,0,0,0,2,3,
132,2710,US,China,,02.11.17,0,0,2,710,0,0,0,0,0,0,0,6,5,2,0,18,1,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,2,4,
133,2710,US,China,Sea Dragon,01.01.18,3,3,710,2,3,0,1,0,2,4,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
133,2710,US,China,,02.01.18,0,0,2,710,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
134,2710,US,China,China 2FA Bypass,01.01.18,3,1,710,2,3,0,1,0,4,4,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
134,2710,US,China,,02.01.18,0,0,2,710,0,0,0,0,0,0,0,6,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
135,2710,US,China,Failed Exams- Lookback,19.07.19,3,1,710,2,1,0,1,0,1,3,0,6,5,2,17,18,2,0,4.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,
135,2710,US,China,,20.07.19,0,0,2,710,0,0,0,0,0,0,0,0,5,1,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0,0,0,0,0,0,3,2,
136,2710,US,China,Wicked Spider Telecom Hack,15.09.19,3,1,710,2,3,0,1,0,4,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
136,2710,US,China,,16.09.19,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,3,4,
137,2710,US,China,Chinese Moonlighting,15.09.19,3,1,710,2,1,0,1,0,4,3,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
137,2710,US,China,,16.09.19,0,0,2,710,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,2,1,16.4,0,0,1,0,0,0.1,1,0,0,0,0,3,4,
138,2710,US,China,Chinese Multiple Exploit,20.01.20,3,1,710,2,3,0,0,0,2,4,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
138,2710,US,China,,21.01.20,0,0,2,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0.1,1,0,0,0,0,1,1,
139,2710,US,China,BioTech Firm Attacks,27.01.20,3,1,710,2,2,0,1,0,2,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
139,2710,US,China,,28.01.20,0,0,2,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0.1,1,0,0,0,0,1,1,
140,2710,US,China,Cybersecurity Spoof,01.03.20,3,2,710,2,3,0,0,0,1,3,0,6,5,2,0,0,0,0,0,0,0,16.4,0,0,1,0,0,0,0,0,0,0,0,1,2,
